id;tps;dpt;desa_id
324;2;440;47
325;3;435;47
326;4;446;47
327;5;313;47
328;6;394;47
329;7;451;47
330;8;431;47
331;9;440;47
332;10;375;47
333;11;427;47
334;12;435;47
335;13;391;47
336;14;327;47
337;15;437;47
338;16;433;47
339;1;446;48
340;2;455;48
341;3;460;48
342;4;450;48
343;5;441;48
344;6;446;48
345;7;360;48
346;8;278;48
347;9;433;48
348;10;349;48
349;11;310;48
350;12;271;48
351;13;305;48
352;1;416;49
353;2;348;49
354;3;414;49
355;4;328;49
356;5;327;49
357;6;373;49
358;1;411;50
359;2;199;50
360;3;405;50
361;4;361;50
362;5;432;50
363;6;390;50
364;7;323;50
365;8;439;50
366;9;330;50
367;1;396;51
368;2;426;51
369;3;339;51
370;4;225;51
371;5;378;51
372;6;447;51
373;7;448;51
374;8;428;51
375;9;458;51
376;1;412;52
377;2;419;52
378;3;446;52
379;4;389;52
380;5;404;52
381;1;394;53
382;2;391;53
383;3;459;53
384;4;460;53
385;5;373;53
386;6;441;53
387;7;347;53
388;1;391;54
389;2;397;54
390;3;331;54
391;4;358;54
392;5;371;54
393;6;315;54
394;7;383;54
395;1;333;55
396;2;336;55
397;3;366;55
398;4;351;55
399;5;390;55
400;6;436;55
401;7;437;55
402;8;356;55
403;9;402;55
404;10;416;55
405;11;280;55
406;1;462;56
407;2;449;56
408;3;455;56
409;4;430;56
410;5;414;56
411;6;403;56
412;7;425;56
413;8;381;56
414;9;320;56
415;10;383;56
416;11;414;56
417;12;379;56
418;13;370;56
419;14;326;56
420;15;346;56
421;1;426;57
422;2;439;57
423;3;420;57
424;4;281;57
425;5;327;57
426;6;367;57
427;7;357;57
428;8;375;57
429;1;312;58
430;2;381;58
431;3;355;58
432;4;333;58
433;5;311;58
434;6;345;58
435;7;383;58
436;8;362;58
437;1;411;59
438;2;469;59
439;3;478;59
440;4;479;59
441;5;413;59
442;6;427;59
443;1;277;60
444;2;279;60
445;3;207;60
446;4;246;60
447;5;357;60
448;6;363;60
449;1;354;61
450;2;418;61
451;3;438;61
452;4;329;61
453;5;334;61
454;6;319;61
455;7;420;61
456;8;470;61
457;9;449;61
458;1;299;62
459;2;215;62
460;3;349;62
461;4;316;62
462;5;402;62
463;6;419;62
464;7;393;62
465;8;426;62
466;9;447;62
467;10;460;62
468;11;444;62
469;1;427;63
470;2;424;63
471;3;450;63
472;4;435;63
473;5;414;63
474;6;414;63
475;7;347;63
476;1;469;64
477;2;444;64
